#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
1,"Vampire","Dominic Fike",60,98,"alternative pop rock, pov: indie","Rock, Pop","What Could Possibly Go Wrong",2020-07-31,03:06,79,74,33,0,70,0,10,-5,C Minor,4,2023-07-06,0SRPuTnr5QOKRoIxMvvlgK,"Columbia",5A,USQX92003250
2,"FOMO","Sylo",40,101,"canadian contemporary r&b","R&B","Sylo Songs",2020-01-21,02:07,90,53,23,0,59,10,20,-8,G#/A♭ Major,4,2023-07-06,02zYabT1FTwMy8byKpd40O,"Muk Posh",4B,USLD91718834
3,"Lowws","Mushroom People",32,103,"","","Lowws",2018-05-11,03:01,88,61,33,0,56,0,30,-6,G#/A♭ Major,4,2023-07-06,1mVoLELFq7zdbqUjXii2yp,"Giant Fungus",4B,FR2X41831366
4,"Obsessed (with Charlie Puth & Shenseea)","Calvin Harris,Charlie Puth,Shenseea",52,100,"dance pop, edm, electro house, house, pop, progressive house, uk dance, viral pop, dancehall, dancehall queen","Pop, World/Traditional, Electronic","Funk Wav Bounces Vol. 2",2022-08-05,03:46,73,74,25,0,90,0,30,-6,C♯/D♭ Minor,4,2023-07-06,0b5CzUhyShYuDdtW5J4wm2,"Columbia",12A,GBARL2201567
5,"Selfish","Virginia To Vegas",38,102,"canadian pop","Pop","Selfish",2017-02-24,03:31,68,78,6,0,36,0,10,-5,G#/A♭ Minor,4,2023-07-07,0ppUopIIOTVmoq79vAkDFj,"Wax Records",1A,CA0K50900290
6,"Tricky","Shoffy,Sabrina Carpenter",38,90,"chill pop, la pop, pop","Pop","Flash",2020-03-13,02:31,83,47,59,0,87,20,10,-7,A Minor,4,2023-07-07,5xXGzRBNC2xUZIjYq11cAN,"Otherground Records",8A,QZC5P1800134
7,"All My Sins (feat. syd hartha)","Sarah Barrios,syd hartha",26,93,"alt z, opm, pinoy indie","Pop","All My Sins (feat. syd hartha)",2020-12-04,02:51,69,54,36,0,49,10,20,-8,C Major,4,2023-07-07,3i0CZ8RoNRrNoNkHzm8UYQ,"Visionary Records/Arista",8B,USQX92005360
8,"up at night (feat. justin bieber)","Kehlani,Justin Bieber",55,100,"pop, r&b, rap, canadian pop","Pop, R&B, Hip Hop","up at night (feat. justin bieber)",2022-03-30,03:02,56,76,20,0,23,0,20,-4,C Minor,4,2023-07-07,4WghJOMjDpGdlk3b8aJIgy,"TSNMI / Atlantic",5A,USAT22107185
9,"Over","Kaskade,Rose Adam",0,100,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","Electronic","Redux 003",2019-05-10,02:45,55,48,39,0,45,10,10,-8,F Minor,4,2023-07-07,5RT3FWEuGTS92vTmVQLkyD,"Arkade",4A,GBKPL1948861
10,"Candied Tangerines - Chill Mix","Jon Bryant,Two Another",24,90,"indiecoustica, modern indie folk, indie soul","R&B, Folk/Acoustic","Candied Tangerines (Chill Mix)",2021-12-31,02:58,64,69,7,0,58,10,20,-5,F#/G♭ Minor,4,2023-07-07,1jZk8h0o2ECvN8BE85CZeq,"Nettwerk Music Group",11A,CAN112100903
11,"Long Beach","Kota the Friend,Hello O'shay,Alex Banin",53,105,"underground hip hop, ","Hip Hop","EVERYTHING",2020-05-22,04:12,81,61,7,0,56,10,10,-8,D Major,4,2023-07-18,6tqIes4TjudsjfIpK4P2Jh,"Fltbys LLC",10B,QZES82020385
12,"Doorstep","Izzy Bizu",26,100,"british soul","R&B","GLITA - EP",2019-05-03,03:12,83,48,37,0,33,10,10,-9,C♯/D♭ Major,4,2023-07-18,2to0Jutm0Wm9A0tCIowF13,"RCA Records Label",3B,GBARL1801072
13,"Til I Get Found","Marc E. Bassy",33,105,"indie pop rap","Hip Hop","Gossip Columns",2017-10-13,03:42,77,70,7,0,40,0,10,-7,A#/B♭ Minor,4,2023-07-22,3UReTN3heQsznBG8edEcTU,"Republic Records/Gee Roberson",3A,USUM71710704
14,"Pretty Please","Uncle Maximilien,NNAVY",45,104,"","","Pretty Please",2023-02-24,02:35,75,39,71,0,77,20,10,-13,C Major,4,2023-07-24,6FRrZP6qSHeRaNWp2UqYvV,"3186822 Records DK",8B,QZES52390972
15,"Loyal to Me - Acoustic Version","Nina Nesbitt",17,106,"alt z, neo-singer-songwriter, uk pop","Pop","The Sun Will Come up, The Seasons Will Change & The Flowers Will Fall",2019-11-22,03:12,79,48,32,0,69,0,0,-7,C♯/D♭ Minor,4,2023-07-28,23yA7D1yb1L5qRTrtEK5cB,"Cooking Vinyl Limited",12A,GBCEJ1800205
16,"Candy","Ruben",28,205,"norwegian pop","Pop","Candy",2021-06-18,02:15,35,52,28,0,76,40,10,-8,C♯/D♭ Major,4,2023-08-04,3gYVC6X3m0CsRPvfDWmHuC,"Universal Music AS",3B,NOKAW2108010
17,"Stunnin' (feat. Harm Franklin)","Curtis Waters,Harm Franklin",0,100,"alberta hip hop","Hip Hop","Stunnin' (feat. Harm Franklin)",2020-05-18,02:24,88,68,30,0,94,0,10,-6,B Minor,4,2023-08-07,4PCuawKk43uo3VwOYEwUEA,"BMG Rights Management (US) LLC",10A,QMRSZ2001619
18,"You","Regard,Troye Sivan,Tate McRae",37,106,"pop dance, pop edm, slap house, uk dance, australian pop, pop, viral pop","Pop, Electronic","You",2021-04-16,03:53,70,70,6,0,52,0,0,-6,C Major,4,2023-08-09,69lJuy3wAfYFmH7VmsAAfo,"Ministry of Sound Recordings",8B,GBCEN2100073
19,"High Horse (feat. BRELAND and Blanco Brown)","Nelly,BRELAND,Blanco Brown",43,105,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary, black americana, country rap","Country, Hip Hop, Pop","High Horse",2021-08-06,02:32,88,75,2,0,95,0,0,-3,E Major,4,2023-08-12,4XMNF67BLR9zzti9XLVFR7,"Records/Columbia",12B,USQX92101464
20,"Mess","Jordan Fisher",34,97,"movie tunes, post-teen pop","Easy listening, Pop","Mess",2017-10-06,03:47,79,38,3,0,43,0,10,-12,C Major,4,2023-08-13,063lgLAm6mwLaTbKerUL19,"Hollywood Records",8B,USHR11738177
21,"Big (feat. Gunna)","Rita Ora,David Guetta,Imanbek,Gunna",47,112,"dance pop, pop, uk pop, big room, edm, pop dance, electro house, slap house, atl hip hop, melodic rap, rap, trap","Hip Hop, Electronic, Pop","Big (feat. Gunna)",2021-02-11,02:36,78,85,7,0,62,0,0,-3,G Major,4,2023-08-15,78oZ26xvmtCfarveRXs3dq,"Atlantic Records UK",9B,GBAHS2100008
22,"3 to 1","Monoir,Eneli",32,108,"romanian pop","Pop","3 to 1",2020-09-25,03:39,90,58,37,1,55,0,20,-5,B Minor,4,2023-08-17,1Rt3XQp1trBEFNLOsheKfu,"Thrace Music",10A,ROTHR2000101
23,"Love You Anyway","Space 9,Josh Tobias",3,105,"","","Love You Anyway",2020-09-16,03:06,80,40,1,0,91,10,0,-11,G#/A♭ Minor,4,2023-09-29,1p4t9YsqdJeTgoI0roMvYl,"Space 9",1A,QZK6K2065264
24,"10:35","Tiësto,Tate McRae",73,120,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance, pop","Electronic, Pop","10:35",2022-11-03,02:52,70,79,7,0,70,10,10,-6,G#/A♭ Major,4,2023-09-29,6BePGk3eCan4FqaW2X8Qy3,"Atlantic Records",4B,CYA112001130
25,"Hey Cowboy","Devon Cole",48,91,"alt z, singer-songwriter pop","Pop","Hey Cowboy",2022-10-21,03:07,77,45,3,0,90,0,20,-7,A#/B♭ Minor,4,2023-09-30,5FfgLIooERZ7rcNcwxAcdF,"Arista Records",3A,USAR12200398
26,"I Feel Good","Pink Sweat$",56,106,"bedroom soul","R&B","I Feel Good",2021-10-15,02:16,80,75,2,0,63,0,0,-5,B Major,4,2023-09-30,3lUQpvfWFcxZC3RYAVGE7F,"Atlantic Records",1B,USAT22105781
27,"What You Wanna Try","Masego",65,99,"alternative r&b, indie soul","R&B","Masego",2023-03-03,02:39,84,60,7,0,51,10,0,-5,D Major,4,2023-09-30,526fD9LiAEi3KKvhhYfWmm,"EQT Recordings/Capitol Records",10B,USUM72301661
28,"Forgive Me","Sofi Tukker,Mahmut Orhan",48,100,"edm, turkish deep house, turkish edm","Electronic","WET TENNIS",2022-04-29,03:45,62,69,17,0,46,10,0,-8,F Minor,4,2023-09-30,5T6dWZIl0ePMxWUzKQbhji,"Ultra Records, LLC",4A,QM37X2100014
29,"Flatline","Two Feet",42,107,"indie poptimism, modern rock","Pop, Rock","Max Maco Is Dead Right?",2021-04-16,02:54,72,90,1,0,84,0,10,-4,C Minor,4,2023-09-30,4r05ev9hIFnjWUkzJGMu46,"Two Feet",5A,GBKPL2143416
30,"Butterflies","James TW",44,100,"british singer-songwriter, uk pop","Folk/Acoustic, Pop","Heartbeat Changes",2022-04-29,03:17,71,66,23,0,51,10,10,-7,C Minor,4,2023-09-30,3HPS8Nh23hatP7iZ3E7qEz,"Island Records",5A,USUM72102562
31,"Grip","Alec Bailey",21,92,"","","Grip",2019-01-18,02:48,73,52,33,1,81,0,10,-6,F#/G♭ Major,4,2023-10-06,1SUpeDDpc0z3lpru5ON1hC,"CN Records",2B,QM24S1847057
32,"Bounce","Emotional Oranges",0,106,"indie r&b","R&B","Bounce",2022-07-08,02:52,81,64,31,0,42,0,10,-6,F Minor,4,2023-10-06,0dc7vqP0w2kLg39jk2kVhU,"Avant Garden",4A,QM24S2202777
33,"Lean On Me","Cheat Codes,Tinashe",50,102,"edm, pop, pop dance, alternative r&b, dance pop, metropopolis, r&b","R&B, Pop, Electronic","HELLRAISERS, Part 1",2021-05-07,02:29,69,74,7,0,45,20,0,-6,A Major,4,2023-10-07,5acSb48zFAcXTdL5Wsk8xx,"Cheat Codes LLC",11B,US3DF2110919
34,"Unread","dean keeton,Cole Bauer",19,94,"","","Unread",2020-07-01,03:04,59,68,31,0,48,10,0,-7,A#/B♭ Minor,4,2023-10-07,0JIx6Lwgp5lZv9XVT5CY25,"VibeRecords",3A,QZHN72086479
35,"Butterflies","ASTN",49,100,"bedroom soul","R&B","Butterflies",2019-06-13,02:55,86,36,15,0,43,0,10,-12,G#/A♭ Major,4,2023-10-07,6mCljAhAwsKTCsdaA0tIYF,"ASTN",4B,QM24S1921054
36,"Ask For It","Future Animals",36,92,"scandipop","Pop","Ask For It",2017-09-29,03:12,87,49,9,0,35,20,10,-9,D Minor,4,2023-10-11,34MTgq4S4UPdz3zxgc9xAm,"Universal Music A/S",7A,GBKPL1788796
37,"One Life","John Legend",31,106,"neo soul, pop, pop soul, urban contemporary","R&B, Pop, Hip Hop","Bigger Love",2020-06-19,03:14,52,88,38,0,81,0,30,-4,A Major,4,2023-10-11,6kohN5SaojKQZEBHVCelim,"Columbia",11B,USSM12003401
38,"next door (feat. ASTN)","Amelia Moore,ASTN",59,102,"bedroom soul","R&B","next door (feat. ASTN)",2022-09-23,03:28,77,49,52,0,63,0,10,-6,F#/G♭ Major,4,2023-10-19,08HGey7e94Ez3ZurG1IXTP,"Capitol Records",2B,USUM72217587
39,"bet u wanna","Sabrina Carpenter",63,102,"pop","Pop","emails i can't send",2022-07-15,03:11,59,63,1,0,46,10,40,-7,B Minor,4,2023-10-19,1RAeuvRyRzCweAK3jUT0ZW,"Island Records",10A,USUM72210707
40,"Esther","BAYNK,Tinashe",49,106,"indie electropop, vapor soul, alternative r&b, dance pop, metropopolis, pop, r&b","R&B, Pop, Electronic","ADOLESCENCE",2022-01-14,03:12,83,50,17,0,68,0,0,-6,C Major,4,2023-10-21,7JIFyFT89CwNK7EmhG2eqn,"BAYNK",8B,GB45A2002453
41,"Mona Lisa (Spider-Man: Across the Spider-Verse)","Dominic Fike",65,111,"alternative pop rock, pov: indie","Rock, Pop","Mona Lisa (Spider-Man: Across the Spider-Verse)",2023-06-02,03:06,76,65,23,0,45,10,10,-8,C♯/D♭ Major,4,2023-10-21,37CoOXIsgF3NzbK1zHZetk,"Columbia",3B,USQX92303644
42,"Champagne For Two","Devin Kennedy",43,172,"bedroom r&b, chill r&b, indie r&b","R&B","You & Me, That's Enough",2019-10-04,02:22,59,55,17,0,58,10,10,-7,G Major,4,2023-10-21,4A8CmAuQXTG037JTf525BL,"Wonderiff Music",9B,USUYG1269225
43,"Poison","NEZZA",27,96,"","","Poison",2022-10-28,02:44,72,58,3,0,65,20,30,-5,C♯/D♭ Major,4,2023-10-21,2lYpy9kTn2sVE6s3UxsR6Q,"Virgin Music Latin / UNLSTD MUSIC LLC",3B,QZTAN2200011
44,"She","Selena Gomez",48,102,"pop, post-teen pop","Pop","Rare (Deluxe)",2020-04-09,02:52,78,70,28,0,72,0,0,-7,D Minor,4,2023-10-21,1z1ztKUrDr09ZSMDnN3QIG,"Interscope Records",7A,USUM72002991
45,"Whisper","Able Heart",0,100,"","","Whisper",2021-08-14,02:45,75,81,8,0,63,0,0,-5,G Major,4,2023-10-21,47E3zSKRLgtJ9AaD9IVKrc,"Able Heart Music LLC",9B,QZK6M2157943
46,"Crush","Duckwrth",51,108,"alternative r&b","R&B","Crush",2019-08-30,02:15,87,48,66,0,95,20,10,-7,F Major,4,2023-10-21,3aUviSdBVbsdmH406j5GZC,"Republic Records",7B,USUM71916584
47,"Do You Mind","Vedo,Chris Brown",30,97,"pop r&b, r&b, rap","R&B, Hip Hop","Mood Swings",2023-01-13,02:20,79,53,4,0,73,0,0,-7,C♯/D♭ Major,4,2023-10-21,1TsBBWmsUuLz9mOjNXQ3Mf,"New Wav Music Group / Island Prolific / EMPIRE",3B,USUYG1456456
48,"Touch and Go","Ed Sheeran",37,110,"pop, singer-songwriter pop, uk pop","Pop","x (Wembley Edition)",2013-00-00,04:00,81,54,29,0,73,0,10,-5,G Minor,4,2023-10-21,763p5nkQytkOE7xmsFyu8y,"Atlantic Records UK",6A,GBAHS1500471
49,"Confetti","Charlotte Cardin",0,111,"canadian pop, indie quebecois","Pop, Blues","Confetti",2023-04-11,03:04,80,50,54,0,45,10,30,-6,D#/E♭ Major,4,2023-10-23,0ELnNmc1vQFW3aPEzQ5zOg,"Atlantic Records",5B,USAT22302690
50,"Steal The Show","Lauv",71,92,"pop","Pop","Elemental (Original Motion Picture Soundtrack)",2023-06-16,03:12,62,46,33,0,42,0,20,-13,G Major,4,2023-11-15,0SccFtYdj75y6lL2OW10Cf,"Walt Disney Records",9B,USWD12326770
51,"Go Head","Lenny Cooper,Long Cut",0,103,"country rap, redneck","Hip Hop","Still The King",2020-03-06,02:31,84,64,2,0,64,10,10,-6,C♯/D♭ Minor,4,2023-11-21,3MeuEVYQ6W8J8ImPxa4q1n,"Backroad Records/Average Joes Entertainment",12A,QMDPP1901025
52,"Feel It Again","KESMAR",20,100,"australian electropop","Pop","Feel It Again",2018-09-28,03:37,76,81,30,1,87,0,30,-7,C♯/D♭ Major,4,2023-11-21,5wDTiRW5Ga9e1P7uAuYAvJ,"Universal Music Australia Pty. Ltd.",3B,AUUM71800960
53,"Funk","Meghan Trainor",31,108,"hip pop, pop","Pop","TREAT MYSELF",2020-01-31,03:11,83,56,2,0,62,20,0,-6,G Minor,4,2023-11-21,68qpjOo2mKJ7TVxFF4rEXW,"Epic",6A,USSM11913869
54,"Pressure (feat. Tove Lo)","Martin Garrix,Tove Lo",60,115,"dutch edm, edm, pop, pop dance, progressive house, dance pop, metropopolis, swedish electropop, swedish pop, swedish synthpop","Pop, Electronic","Pressure (feat. Tove Lo)",2021-02-05,02:24,86,56,66,32,36,0,10,-9,G Minor,4,2023-11-21,4ga4WvRNhMsIL38pkBbnIN,"Epic Amsterdam",6A,NLM5S2101180
55,"Open Season","Josef Salvat",38,90,"gauze pop","Pop","In Your Prime - EP",2014-09-19,04:03,60,63,2,0,39,0,10,-6,A Major,4,2023-11-21,5obfIcAyf1TjmRIXY6kmj4,"Columbia/Fingers & Thumbs",11B,GBARL1401154
56,"Outside","Bryson Tiller",30,98,"kentucky hip hop, r&b, rap","Hip Hop, R&B","Outside",2022-09-08,03:08,61,52,15,0,73,10,10,-8,C♯/D♭ Major,4,2023-11-21,4f62eIiule4nIWnHOcbjA6,"TrapSoul/RCA Records",3B,USRC12203259
57,"Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series)","The Weeknd,Playboi Carti,Madonna",54,99,"canadian contemporary r&b, canadian pop, pop, atl hip hop, plugg, pluggnb, rage rap, rap, dance pop","Hip Hop, R&B, Pop","Popular (Music from the HBO Original Series)",2023-06-02,03:35,84,68,4,0,84,10,40,-6,C♯/D♭ Major,4,2023-11-21,67gUqq3wVAztSquOpNZ4Xs,"XO / Republic Records",3B,USUG12303890
58,"GIVE IT UP","Berywam",32,105,"beatboxing","Hip Hop","Give It Up",2021-04-30,03:29,69,53,2,0,71,0,20,-6,F Minor,4,2023-11-25,6Xxoo5GaI3RRj41EPODOeW,"Universal Music Division Label Panthéon",4A,FRUM72100562
59,"Cotton Candy","Nic D",49,208,"singer-songwriter pop","Pop","Cotton Candy",2022-04-25,02:25,75,49,24,0,82,0,0,-6,C Minor,4,2023-11-25,49svgOKkm8D9u8RuQHdIW7,"FRDi Entertainment",5A,QZHN52236994
60,"Keeps On Fallin' (with Ella Mai)","Babyface,Ella Mai",39,94,"contemporary r&b, r&b, urban contemporary, rap, uk contemporary r&b","R&B, Hip Hop","Keeps On Fallin' (with Ella Mai)",2022-06-17,02:55,64,78,6,0,73,0,10,-5,F Minor,4,2023-11-25,5FD2dCAmjm3yVJRRfLPda4,"Capitol Records",4A,USUG12204220
61,"magic","Wrabel",32,100,"alt z, indie poptimism","Pop","one of those happy people",2020-11-09,03:25,73,80,4,0,72,10,0,-5,B Minor,4,2023-11-29,5WWsBnrZ7vcjJSdvPJAVuO,"Nettwerk Music Group",10A,QM24S1923533
62,"Innocent","Twin Theory,Tamzene",19,100,"leeds indie","Rock","Innocent",2019-07-03,03:03,80,46,23,17,55,0,20,-8,F#/G♭ Major,4,2023-11-29,5lN7OiJfe0yGpdvHkO1aOM,"Kitsuné Musique Singles",2B,FRU701900255
63,"Goodbye Kisses","Joe Hertz,Pip Millett",34,95,"indie soul, uk contemporary r&b, alternative r&b","R&B","Night / Daze",2017-11-29,03:40,68,55,19,0,40,10,50,-8,B Minor,4,2023-11-29,1VlLr1BMn6uTS4wuERJhVe,"Juicebox Recordings",10A,GBKPL1786948
64,"RED","Blake and Miles",2,95,"","","RED",2021-03-26,02:38,87,50,13,0,75,10,0,-8,D#/E♭ Minor,4,2023-11-29,7Kq8I68J8fJkQEEZwfrK18,"HBM",2A,CA5KR2151670
65,"Butterfly Doors","Hailey Knox",36,100,"nyc pop","Pop","Butterfly Doors",2021-08-20,02:16,91,59,2,0,43,0,0,-5,C Minor,4,2023-11-29,6TD0OHttYUVcbV6o8qnl4Q,"Hailey Knox",5A,GBRKQ2125478
66,"CUFF IT","Beyoncé",52,115,"pop, r&b","Pop, R&B","RENAISSANCE",2022-07-29,03:45,75,73,6,0,63,20,0,-6,E Minor,4,2023-11-29,3IHaiorYWOcr8Kzs85PWF7,"Parkwood Entertainment/Columbia",9A,USSM12207161
67,"Link Up","Ne-Yo",45,100,"dance pop, pop, r&b, urban contemporary","Pop, R&B, Hip Hop","Link Up",2023-09-29,02:33,75,68,16,0,79,0,10,-5,F#/G♭ Minor,4,2023-11-29,5vsCD4vU93v7Y3HDVdGl4b,"Motown Records",11A,USUG12307727
68,"I Want It That Way","Music Travel Love,Francis Greg",58,200,"canadian contemporary country, ","Country","Covering the World (2021)",2022-03-09,03:11,57,37,29,0,62,0,20,-7,F#/G♭ Minor,4,2023-12-08,3UxFhvf7BDfZg45GZwnFX3,"Music Travel Love LLC",11A,TCAFR2199353
69,"Tainted Love","Trinix,Queen D",66,90,"bass trap, new french touch, ","Hip Hop, Electronic","Tainted Love",2023-01-30,03:04,68,65,21,0,41,0,40,-8,A#/B♭ Major,4,2023-12-08,3ponDZeMH4ONWpPCyfrJ5L,"Inside Records",6B,FXQ892300002
70,"Let Him Do It (L.H.D.I)","Jor'dan Armstrong",14,98,"christian afrobeat, christian hip hop","World/Traditional, Hip Hop","52 Weeks of Summer",2015-03-31,03:30,75,55,11,0,29,0,10,-8,C♯/D♭ Major,4,2023-12-09,7Aypa25KhvS8XBQXR6NAIQ,"Good Guys",3B,TCACE1555893
71,"Trippin","Kara Marni",36,98,"uk contemporary r&b","R&B","State of Mine",2021-09-17,02:52,66,60,35,0,64,0,10,-6,C Minor,4,2023-12-18,55ZSz4QtfzKj9Pjf7Ac6Ak,"Access Records",5A,UKELY2000132
72,"Wasabi","Little Mix",38,114,"girl group, pop, talent show, uk pop","Pop","LM5 (Expanded Edition)",2018-11-16,02:34,85,66,0,0,27,10,10,-5,A Major,4,2023-12-19,68RjMTgKWN3paara7Ayeio,"Syco Music",11B,GBHMU1800108
73,"Someone That You Love","Jarreau Vandal,Olivia Nelson",40,105,"dutch r&b, indie soul, neo r&b, uk contemporary r&b","R&B","Someone That You Love",2017-03-10,02:57,74,43,56,0,44,0,10,-8,E Major,4,2023-12-19,3S2LNcyJre3hvJbPTcoghO,"Hear This Records",12B,QM4TW1798589
74,"Dance The Night","Dua Lipa",68,110,"dance pop, pop, uk pop","Pop","Barbie The Album",2023-07-21,02:56,67,85,2,0,78,0,30,-5,B Minor,4,2023-12-20,11C4y2Yz1XbHmaQwO06s9f,"Atlantic Records",10A,USAT22305730
75,"Candy","Kah-Lo",5,113,"nigerian pop","Pop","The Arrival",2021-06-11,02:12,77,61,13,0,80,0,10,-5,E Minor,4,2023-12-25,6bUiPqW9koeNEo1jqTqmOt,"Epic",9A,USSM12103101
76,"Water Flow","Klyne",68,105,"dutch r&b, indie soul","R&B","Klyne",2017-06-30,03:43,78,43,59,57,24,0,10,-10,C♯/D♭ Major,4,2023-12-28,1gcbDj7nfYolTr09LklGlr,"Because Music Ltd.",3B,GBMVH1600640
77,"Close Enough","R.LUM.R",25,99,"","","Close Enough",2017-07-14,02:47,60,61,3,0,41,0,20,-7,C Major,4,2023-12-28,7vAuq6ZvtLh3oE0g6qxh4Z,"PRMD",8B,CHB701700089
78,"Dance About It","Meghan Trainor",6,112,"hip pop, pop","Pop","Takin' It Back (Deluxe)",2023-03-10,03:16,82,79,2,0,56,0,0,-5,B Minor,4,2024-01-01,2eso4qg6aiIPgul21y7ol7,"Epic",10A,USSM12207510
79,"Good Together","HONNE",35,97,"uk pop","Pop","Warm on a Cold Night (Deluxe)",2016-01-22,03:48,68,66,9,0,51,0,10,-5,F Minor,4,2024-01-01,5GH3j9J7cFglHWFpqmWIXe,"Atlantic Records UK",4A,GBAHS1600218
80,"King James","Anderson .Paak",0,108,"escape room, hip hop, indie soul, neo soul","Pop, Hip Hop, R&B","Make It Better (feat. Smokey Robinson)",2019-04-04,03:17,77,89,8,0,88,0,0,-8,G Major,4,2024-01-02,0yZAZuZLrahKlpYi6qmdqx,"Aftermath/12 Tone Music, LLC",9B,ZZOPM1900888
81,"Novia","Jake Daniels",49,112,"dark r&b","R&B","Novia",2022-02-25,02:03,73,54,34,0,92,0,10,-7,D#/E♭ Minor,4,2024-01-05,1bn6dqeM5Sle3rYsZXPvdx,"CloudKid",2A,DEWO71700317
82,"Wild","Jason Shay",11,110,"","","Wild",2017-03-26,03:29,84,68,0,0,77,0,30,-6,C♯/D♭ Major,4,2024-01-06,65RGQH0iCuWviONryC3D0o,"Jason Shay",3B,QZ22B1765729
