Artist,Song,notes,note_source
Lorde,Royals,2013-09-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Ben L’Oncle,Fly Me To The Moon,2017-04-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
The Script,Breakeven,Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Glass Animals,Wonderful Nothing (Clean),2024-09-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"Dan + Shay, Justin Bieber","10,000 Hours",2019-11-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Ray Sharpe,Alva’s Baby Blues,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
Lady Gaga Ft R Kelly,Do What You Want With My Body,2013-11-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Robin Thicke,Blurred Lines,2013-07-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Jason Derulo,Don’t Want To Go Home,2011-06-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
John Legend,A Good Night,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
Nick Lopez,Pink Champagne,2016-12-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Emotional Oranges,Don’t Be Lazy,2019-11-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Aura Dione Feat. Rock Mafia,Friends,2012-04-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Etta James,I Sing The Blues,Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
Robin Thicke,Love After War,2012-02-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
AJ Mitchell,Like Strangers Do,Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Polish Ambassadors,Let the Rhythm Just,2016-10-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Jason Miraz,Geek in the Pink,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
Keb’ Mo’,The Whole Enchilada,2011-09-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Luther Vandross,Mistletoe Jam,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Usher,Yeah!,Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
Chris Stapleton,You Should Probably Leave,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
Mullally,Vibe,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Matt Simons,Catch & Release (Deepend Remix),2016-01-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
James tw,Torn,2016-05-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Billie Eilish,Bury A Friend,2019-06-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Fifth Harmony Ft Ty Dolla Sign,Work From Home,2016-03-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Laura Izibor,Shine,2013-03-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Lori Jenaire,California Dreamin’,2010-05-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Bruno Mars,24K Magic,2016-10-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Fifth Harmony,All In My Head,2016-08-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
,Beautiful People Ed Sheeran Ft Khalid,2019-08-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Eric Clapton,Change The World,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Bruno Mars,24K Magic,2016-11-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Ruth B,Slow Fade,2020-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
R. Kelly,Feelin’ Single,2012-08-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Quincy Jones ft Jamie Foxx,Give Me The Night,2010-12-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Eric Clapton Rock Steady – Remy Shand,Layla (Unpluged),Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
Mike Zito,Little Red Corvette,2009-10-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Charlie Puth Ft Kehlani,Done For Me,2018-04-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Jason DeRulo,Broke Ft Stevie Wonder & Keith,2015-06-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Bruno Mars,Grenade,2010-12-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Glass Animals,Wonderful Nothing (Clean),2024-08-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"Khalid, Disclosure",Know Your Worth,2020-02-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
R Kelly,Backyard Party,2015-12-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Adele,Rolling In The Deep,2011-06-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Tinie Tempah,Girls Like Ft Zara Larsson,2016-04-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Marian Hill,I Want You,2016-04-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Roomful of Blues,Blue Blue World,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Eric Clapton,Layla (Acoustic),Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
Caro Emerald,Back It Up,2010-10-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Drizabone Soul Family,I Fell Apart,2010-11-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Years & Years,Karma,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
Fergie,L.A. LOVE,2014-10-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Matt Nathanson,Come On Get Higher,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Justin Timberlake,Suit & Tie,2013-04-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
EZI,Dancing In A Room,2018-07-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Lorde,The Love Club,2013-09-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Raheem DeVaughn,Butterflies,2012-04-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Rhian Benson,Better Without You,2013-06-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Katy Perry,Swish Swish,2017-06-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
"Sture Zetterberg, Andrew Shubin",Body to Body,2021-11-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Elderbrook,Could,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Jess Glynne,123,2018-11-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
The Chainsmokers,All We Know Ft Phoebe Ryan,2016-10-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Rihanna,S&M,2011-02-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Zendaya F Chris Brown,Something New,2016-02-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Campsite Dream,Crush,2016-02-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Cunnie Williams,Can I Rock?,2011-02-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Spencer Ludwig,Diggy,2016-10-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Tones & I,Dance Monkey,2019-10-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Betty LaVette,The Word,2010-06-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
"24kGoldn, iann dior",Mood,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Betty Who,Missing You,2014-11-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Tom Waits,Heartattack and Vine,Top Picks: Liz Ravdin,GSDJ - https://proswingdjs.com/
Nick De La Hoyde,Thinking About You,2016-11-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Lizzo,Boys,2018-12-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Kaci Brown,My Baby,2011-12-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Lauv & Troye Sivan,I’m So Tired,2019-03-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Austin Mahone,Except For Us,Top Picks: Sam Ghaida,GSDJ - https://proswingdjs.com/
Cameo Club,Contagious,2020-02-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Ernie Halter,Cyclone,2010-07-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
The Script,Breakeven,2010-06-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Ryan Adams,Gimme Something Good,2014-10-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Kriss Kross Amersterdam & Conor,Are You Sure,2017-01-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Justin Timberlake,Suit & Tie,2013-03-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Naturally 7,Feel It (In the Air Tonight),Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Charlie Puth,In The Dark,2014-03-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Daft Punk,Get Lucky,2013-07-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Eric Clapton,Layla (Unplugged),GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Lamorris Williams,Make Your Body Roll,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
"Jasmine Thompson, Zedd",Funny (Stripped),Top Picks: Koichi Tsunoda,GSDJ - https://proswingdjs.com/
Ben L’Oncle Soul,Seven Nation Army,2011-03-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Chromeo,Don’t Sleep Ft French Montana,2018-07-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Dua Lipa,Break My Heart,2020-07-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Jason DeRulo,Want To Want Me,2015-04-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Gary Clark Jr.,Things Are Changin’ (Live Acoustic),Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
Nelly Furtado,Say It Right,Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
"Phlake, Mercedes the Virus",Silly Dancer,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
Jason DeRulo,Get Ugly (Clean),2015-04-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Maroon 5,Stutter,2010-11-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Khalid,Outta My Head Ft John Mayer,2019-05-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Bruno Mars,Trippin Out,2012-08-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
"Benny Blanco, Halsey & Khalid",Eastside,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Jeff Golub,Soul Serenade,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
Eric Benet,Harriett Jones,2012-08-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
The Chainsmokers,Closer Ft Halsey,2016-08-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Dua Lipa,Levitating (feat. DaBaby),2020-10-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Niall Horan,Slow Hands,2017-06-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Tori Kelly,Nobody Love,2015-03-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Charlie Wilson,Sugar Honey Iced Tea,2015-02-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Seal,Let’s Stay Together,2011-11-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Ne-Yo,One In A Million,2011-01-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Karmin,Brokenhearted,2012-06-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Joy Oladokun,Sunday,Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Portugal,Feel It Still (Medasin Remix),Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
Michael Jackson,Streetwalker,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
NEZZA,Poison,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
Emei,Trust Issues,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
The Knocks,Classic,2014-09-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Will Young,Light My Fire,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Ed Shereen,I See Fire (Kygo Rmx),2014-04-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Mario,Let Me Love You (Acoustic),Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Matoma & The Notorious B.I.G.,Old Thing Back (Clean),Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Ed Sheeran,Eyes Closed,2023-04-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
One-T,I Woke Up,2015-04-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Karmin,Brokenhearted,2012-05-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
The Rides,Talk To Me Baby,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Keith Urban,Parallel Line,2019-06-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Justin Timberlake,Strawberry Bubblegum,2013-04-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Ne-Yo,Nobody,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Michael Jackson,A Place With No Name,2014-11-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Ed Sheeran,Bad Habits,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
Phlake,Gone ft Alina Baraz,2018-12-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Matt Wertz,5:19,2010-03-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Jaheim,Ain’t Leavin Without You,2010-01-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Toni Braxton,Dance,2020-09-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Anuhea,Ultimate Insult,2012-07-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Taio Cruz,Break Your Heart,2010-03-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Shawn Mullins,Homeless Joe,2010-02-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Boz Scaags,Gone Baby Gone,2013-05-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Lyle Lovett,She’s No Lady,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Cunnie Williams,With or Without You,2010-07-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
"NEIKED, Mae Muller & Polo G",Better Days,2022-01-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Kesha,Tik Tok,2010-01-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Joss Stone,Big Ol’ Game,2011-09-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Meghan Trainor,No,2016-03-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Charlie Puth,Patient,2018-06-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Breath Carolina,Blackout,2011-08-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Iggy Azalea,Fancy,2014-04-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Jaicko,Calling (All Night Long),2010-10-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Calvin Richardson,Dark Side Of Love,2014-12-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
"Brayden Dunbar, Joel Adams",Too Hard To Love,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
Burak Yeter,Tuesday Ft Danelle Sandoval,2017-07-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Ariana Savaias,One Man Show,Top Picks: John Collini,GSDJ - https://proswingdjs.com/
Culcha Candela,Hamma!,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
AJ Mitchell,Like Strangers Do,2019-12-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Keb Mo,The Worst Is Yet To Come,2014-05-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Ciara,Overdose,2013-09-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Benita Washington,Enough Is Enough,2014-10-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Chris Jamison,Velvet,2015-01-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Ed Sheeran,Shape Of You,2017-01-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
James Morrison,Man In The Mirror,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Lori Jenaire,California Dreamin’,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
Kygo & Selena Gomez,It Ain’t Me,2017-05-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
MKTO,Classic,2014-02-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
The Vamps,Talk Later,2018-12-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Tinashe,All Hands on Deck,2015-01-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Dua Lipa,Levitating,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Gary Clark Jr.,"Things are Changin’ (Solo Acoustic, Live)",Top Picks: Liz Ravdin,GSDJ - https://proswingdjs.com/
Raphael Saadiq,Stone Rollin,2011-05-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Nathan Goshen,"Thinking About It (Let It Go, KVR Rmx)",2016-07-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Gaelle,Give It Back,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Dua Lipa,Dance the Night,2023-08-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Ellie Goulding,Love Me Like You Do,2015-01-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Usher,Crash,2016-06-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Ofenbach & Nick Waterhouse,Katchi,2017-12-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Artist Vs Poet,Kids Again,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
Oshri,Genie in a Bottle,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
Black Eyed Peas,Meet Me Halfway,2009-11-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Shawn Mendes,Lost In Japan,2018-05-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Ne-Yo,Unconditional,2012-12-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Childish Gambino,Summertime Magic,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Berk & The Virtual Band,Billie Jean,2009-09-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
HAEVN,Back In The Water,2018-05-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Lee DeWyze,Beast of Burden,2010-09-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Olly Murs & Louisa Johnson,Unpredictable,2017-08-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
,Pineapple Skies Miguel,2017-12-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Sam Smith,Too Good At Goodbyes,2017-11-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Lupe Fiasco,Coming Up,2011-08-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Adele,Rolling In The Deep,2011-07-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Kaleida,Take It To The River,2015-05-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Little Mix,Oops Ft Charlie Puth,2016-12-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Luther Vandross,The Mistletoe Jam,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Far East Movement,Rocketeer,2011-03-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
"Ilkay Sencan, Dynoro",Rockstar,Top Picks: Sam Ghaida,GSDJ - https://proswingdjs.com/
Sheryl Crow feat Justin Timberlake,Sign Your Name,2010-08-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Camilla Cabello,Real Friends,2018-01-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Bridgit Mendler,Hurricane,2013-05-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
James Hunter,Class Act,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Liam Payne,Stack It Up Ft A Boogie wit da Hoodie,2019-11-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Terror Jr,Smile Like That,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
"Santana, Anthony Hamilton",Twisted,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
Joslyn,So Cool,2009-09-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Case,Missing You,Top Picks: Sam Ghaida,GSDJ - https://proswingdjs.com/
Joy Oladokum,Purple Haze,Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
Nights,Basic,2019-05-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Steve Aoki,Control Freak Ft Blaqstarr & Kay,2012-10-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Selena Gomez & The Scene,Love You Like a Love Song,2011-10-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
The Chainsmokers,Setting Fires Ft XYLO,2016-11-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Elise LeGrow,Going Back To Where I Belong,2018-02-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Marc Cohn,"Signed, Sealed, Delivered",2011-09-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Selena Gomez,Me & The Rhythm,2015-10-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Charlie Puth,I Warned Myself,2019-09-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Carly Paige,Drive Slow,2018-05-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
The Weekend,Often (Kygo Remix),Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Tems,Free Mind,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Rudi Rotta Band,Come Together,2010-04-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Maroon 5,Stutter,2010-12-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Ed Sheeran,Shape of You,2017-02-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Anastacia,Not That Kind,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
Jessie J,Domino,2011-12-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
The Weeknd,Can’t Feel My Face,2015-08-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Jaheim,Ain’t Leavin Without You,2010-02-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
John Mayer,Heartbreak Warfare,2010-01-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Brandon & Leah,Showstopper,2013-09-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
"Frances, Ritual",When It Comes To Us,Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
Kaleida,Take Me To The River,Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Diana King,Shy Guy,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Bruno Mars,Moonshine,2013-05-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Joseph Vincent,Can’t Take My Eyes Off of You,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Mapei,Don’t Wait,2014-03-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Michael Jackson & Justin Timberlake,Love Never Felt So Good,2014-06-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Selena Gomez,Dance Again,2020-02-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Who Is Fancy,Boys Like You Ft Meghan Trainor/Ariana,2015-12-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Eric Clapton,Lies Ft John Mayer,2014-08-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
JJ Grey & Mofro,"Slow, Hot & Sweaty",2012-12-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Lee Coulter,Booty Voodoo,2012-09-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Jay Sean,Beautiful,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Castelle & Nic Hanson,We Don’t Need To Dance,2018-09-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
The James Harman Band,Swampnight,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
Mabel,Boyfriend,2020-03-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Ghostland Observatory,Give Me The Beat,2011-05-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Brother Yusef,I Got The Blues,Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
QQUN,J’aime,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
John Mayer,Free Fallin’ (Live),Top Picks: Koichi Tsunoda,GSDJ - https://proswingdjs.com/
Alex Medeiros,Lost in Japan,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Keb’ Mo’,The Itch,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Ledisi,Turn Me Loose,2009-10-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Betty Who,Taste,2018-10-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Ed Sheeran,Runaway,2014-11-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Toby Lightman,So Natural To Love,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
The Weeknd,I Feel It Coming Ft Daft Punk,2016-12-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
John Legend,Tonight (Best You Ever Had)(feat Ludacris),Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Aretha Franklin,Don’t Play That Song,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
